iter	Logloss
134	0.3196139251
135	0.3192697462
136	0.3188564715
137	0.3184918678
138	0.318068964
139	0.3177188491
140	0.3172817924
141	0.3168614822
142	0.3164130506
143	0.3159477852
144	0.3156190881
145	0.315243267
146	0.3147962248
147	0.3143874373
148	0.3138477561
149	0.3135269599
150	0.3131185549
151	0.3127563391
152	0.3124345137
153	0.3120811455
154	0.3117658541
155	0.3114237733
156	0.3111119676
157	0.3108157956
158	0.3105363042
159	0.3101406461
160	0.3098251571
161	0.3094813799
162	0.3091672385
163	0.3089078432
164	0.3086156068
165	0.3083819723
166	0.3080329921
167	0.3077267406
168	0.3073732598
169	0.3070558635
170	0.3067585913
171	0.3064273156
172	0.3061937102
173	0.3058826357
174	0.305669962
175	0.3053878626
176	0.3051061486
177	0.3049079922
178	0.3046289022
179	0.3044176075
180	0.3041819863
181	0.3039499277
182	0.3036131025
183	0.3034201225
184	0.3031415636
185	0.3029381722
186	0.3027609269
187	0.3026227514
188	0.3023323191
189	0.3021511783
190	0.3019169716
191	0.301726354
192	0.301530225
193	0.3012649468
194	0.3010035616
195	0.300870589
196	0.3006933772
197	0.3005241186
198	0.3003550485
199	0.3001651483
200	0.2999340387
201	0.2997945942
202	0.2995442405
203	0.299367473
204	0.2991417802
205	0.2990452185
206	0.2987840231
207	0.2985326966
208	0.2983842554
209	0.2981742719
210	0.2979543387
211	0.2977421333
212	0.2976005324
213	0.2973983401
214	0.2972737792
215	0.2970773636
216	0.296970501
217	0.2968468048
218	0.2967014122
219	0.2965032059
220	0.2963947056
221	0.296262772
222	0.2961142354
223	0.2959407033
224	0.2957644214
225	0.2955806447
226	0.2954354014
227	0.2952535827
228	0.2951302362
229	0.2950110015
230	0.2948872024
231	0.2947619854
232	0.2946300662
233	0.294482594
234	0.2943732541
235	0.2942547077
236	0.2941569223
237	0.2940472231
238	0.29395964
239	0.2938459362
240	0.2937084144
241	0.2935980289
242	0.2934786615
243	0.2933324667
244	0.2931635761
245	0.2930564168
246	0.292895049
247	0.2927989006
248	0.2926766499
249	0.292470016
250	0.2923272408
251	0.2922139093
252	0.2920795914
253	0.2919451945
254	0.291844401
255	0.2916755449
256	0.2915448945
257	0.2914279635
258	0.2913440756
259	0.2912455291
260	0.2911637681
261	0.2910471547
262	0.2909539641
263	0.290893179
264	0.2907518484
265	0.290700418
266	0.2905381683
267	0.2904291906
268	0.2903569452
269	0.2902665576
270	0.2901273229
271	0.2900642383
272	0.2899965295
273	0.2898939053
274	0.2898246903
275	0.2897265183
276	0.289652571
277	0.2895050174
278	0.2894048132
279	0.2892796954
280	0.289177451
281	0.2891002078
282	0.2890419199
283	0.2888968194
284	0.2888109323
285	0.2886882566
286	0.2885866257
287	0.2884997043
288	0.2883811959
289	0.2882985024
290	0.2881706905
291	0.2880941916
292	0.2880080976
293	0.2879337955
294	0.2878600258
295	0.2877817778
296	0.2877328339
297	0.2876560964
298	0.2875474903
299	0.2875032779
300	0.2874280757
301	0.2873856853
302	0.287326572
303	0.2872188501
304	0.2871153004
305	0.286988926
306	0.2869086647
307	0.2868114624
308	0.2867091849
309	0.2866603254
310	0.2865197516
311	0.2864614999
312	0.286379702
313	0.2862348176
314	0.2861792417
315	0.2861031905
316	0.2860323649
317	0.2859744387
318	0.2859182529
319	0.2858164056
320	0.2857929483
321	0.2857470285
322	0.2856708305
323	0.2855945785
324	0.2855538709
325	0.2854560322
326	0.2853674334
327	0.2853084349
328	0.2852295608
329	0.2851537036
330	0.2850273094
331	0.2849395181
332	0.284869334
333	0.2848180889
334	0.2847374067
335	0.2846837785
336	0.2846332979
337	0.284573315
338	0.2845305421
339	0.2843838376
340	0.284316051
341	0.2842474376
342	0.2841819331
343	0.2841586498
344	0.2841173608
345	0.284066003
346	0.2839826301
347	0.2838838846
348	0.2837990845
349	0.2836864606
350	0.2835955777
351	0.2835536046
352	0.2834964246
353	0.2834428066
354	0.2833907103
355	0.2833370048
356	0.2832617449
357	0.2832227974
358	0.2831495432
359	0.2830514937
360	0.2830277378
361	0.2829737678
362	0.2828650502
363	0.2828234526
364	0.2827178817
365	0.2826799058
366	0.2826023441
367	0.2825302644
368	0.2824523062
369	0.282395068
370	0.2823140097
371	0.282246016
372	0.2822049427
373	0.2821551942
374	0.2820934352
375	0.2820442037
376	0.2819755125
377	0.2819171101
378	0.281856174
379	0.281818281
380	0.281695995
381	0.2816545764
382	0.2815826671
383	0.2815484739
384	0.2815035525
385	0.2814630843
386	0.2814265749
387	0.2813831913
388	0.2813506726
389	0.2812637783
390	0.2812055588
391	0.2811273729
392	0.2810168565
393	0.2809592412
394	0.2808705884
395	0.2808115383
396	0.2807519519
397	0.2806816001
398	0.2806552196
399	0.2805783989
400	0.2805515949
401	0.2804929754
402	0.2804201818
403	0.2803758192
404	0.2802973452
405	0.2802316235
406	0.280187097
407	0.2801493717
408	0.2800715668
409	0.2800330526
410	0.2799952384
411	0.2799541232
412	0.2799071085
413	0.2798528268
414	0.2798000086
415	0.2797411777
416	0.279686971
417	0.2796364176
418	0.2795546437
419	0.2795139628
420	0.2794022234
421	0.2793148399
422	0.2792139566
423	0.2791861865
424	0.2791114599
425	0.279033176
426	0.2789711654
427	0.2788926563
428	0.2788550887
429	0.2787982464
430	0.2786990964
431	0.278670832
432	0.2786250833
433	0.2785453199
434	0.2785086731
435	0.2784811952
436	0.2784298236
437	0.2783766008
438	0.2783361404
439	0.2782120994
440	0.27815606
441	0.278098061
442	0.2780309995
443	0.2779781025
444	0.2779506788
445	0.2779277934
446	0.2778885373
447	0.2778686125
448	0.2778152235
449	0.2777774353
450	0.2777354109
451	0.2776759865
452	0.2776471146
453	0.2775663981
454	0.2775221181
455	0.2774781606
456	0.277446048
457	0.2773994248
458	0.2773453981
459	0.2772798987
460	0.2772264708
461	0.2771329318
462	0.2770910006
463	0.2769857584
464	0.2769400926
465	0.2768641696
466	0.2768161519
467	0.2767459237
468	0.2766899853
469	0.276637937
470	0.2765758578
471	0.2765416625
472	0.2765312868
473	0.2764700084
474	0.2764025893
475	0.2763681072
476	0.2763293802
477	0.2762208462
478	0.2761567802
479	0.2761314641
480	0.2760756749
481	0.2760242698
482	0.2759764569
483	0.2759249493
484	0.2758773072
485	0.2758434737
486	0.2758061462
487	0.2757524733
488	0.2757012558
489	0.2756564094
490	0.2756169367
491	0.2755560278
492	0.2755025031
493	0.2754258443
494	0.2753922302
495	0.2753101471
496	0.2752763258
497	0.275175837
498	0.2751155553
499	0.2750668895
500	0.2750265334
501	0.2749881942
502	0.2749545796
503	0.2749178254
504	0.2748273292
505	0.2747942851
506	0.2747079978
507	0.2746833413
508	0.2746374583
509	0.2745959533
510	0.2745306694
511	0.2744680873
512	0.2744439577
513	0.274400164
514	0.2743735042
515	0.2742866066
516	0.2742111782
517	0.2741926841
518	0.2741361099
519	0.2741054126
520	0.2740563776
521	0.2740247963
522	0.2739444258
523	0.2739211227
524	0.2738816733
525	0.2738121881
526	0.2737557082
527	0.2736845304
528	0.27363024
529	0.2735365472
530	0.27349665
531	0.2734513012
532	0.2734080294
533	0.2733921578
534	0.2733394095
535	0.2733066858
536	0.2732833816
537	0.2732252429
538	0.2731899021
539	0.2731614765
540	0.2731210137
541	0.2730638535
542	0.2730151291
543	0.272975853
544	0.2728829348
545	0.2728422607
546	0.2727383026
547	0.2727055353
548	0.272650714
549	0.2725849505
550	0.2725374044
551	0.2724932716
552	0.2724351172
553	0.2724068768
554	0.2723464019
555	0.2723238866
556	0.2722539911
557	0.2722109495
558	0.2721902068
559	0.2721478835
560	0.2720937001
561	0.2720402164
562	0.2719979988
563	0.2719572006
564	0.2719199416
565	0.2719021118
566	0.2718632793
567	0.2718121548
568	0.2717749674
569	0.2717258241
570	0.2716795488
571	0.271629708
572	0.2715867282
573	0.2715251073
574	0.2714942297
575	0.2714411828
576	0.2714262096
577	0.2714039794
578	0.2713675979
579	0.2712968772
580	0.2712960828
581	0.271221272
582	0.2711634998
583	0.2711302847
584	0.2711094387
585	0.2710878781
586	0.271045731
587	0.2709953353
588	0.2709336595
589	0.2709026481
590	0.2708846291
591	0.2708490757
592	0.2708009464
593	0.2707636228
594	0.2706838238
595	0.2706237978
596	0.2705669971
597	0.2704921212
598	0.270459724
599	0.2704126187
600	0.2703250796
601	0.270317089
602	0.2702367137
603	0.2701758657
604	0.270084562
605	0.2700413938
606	0.2700260788
607	0.269991179
608	0.2699497281
609	0.2698947087
610	0.2698609378
611	0.269829999
612	0.2698018194
613	0.2697520856
614	0.2696936689
615	0.2696503599
616	0.2696092477
617	0.269550433
618	0.2695221116
619	0.269500015
620	0.2694125816
621	0.2693774763
622	0.2693200439
623	0.2692998433
624	0.2691998459
625	0.2691626347
626	0.26912828
627	0.2691038176
628	0.2690629034
629	0.2690115906
630	0.2689704989
631	0.2688925816
632	0.268852378
633	0.2688318564
634	0.2687684448
635	0.268735923
636	0.2687122052
637	0.2686734206
638	0.2686337787
639	0.2686078856
640	0.2685487032
641	0.2684844455
642	0.2684225354
643	0.2683990929
644	0.2683734684
645	0.2683526684
646	0.2683083988
647	0.2682851634
648	0.2682447729
649	0.2681884769
650	0.2681655578
651	0.2680811768
652	0.2680450635
653	0.2679930264
654	0.2679335673
655	0.267877566
656	0.2678124324
657	0.2677888314
658	0.267721876
659	0.2677175021
660	0.2676591441
